ECMKey|Site_Name|Desc_English|Desc_Spanish|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Latitude|Longitude|Location|Agency_Associated_With|Neighborhood|Modified_on|Quality_Rating|Availability_Level
578|Louis A Agassiz ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2851 N Seminary Ave|Chicago|IL|60657|(773) 534-5725|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609773|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
579|Louis Nettelhorst ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3252 N Broadway St|Chicago|IL|60657|(773) 534-5810|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610094|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
580|Louis Pasteur ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5825 S Kostner Ave|Chicago|IL|60629|(773) 535-2270|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610117|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
581|Ludwig Van Beethoven ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|25 W 47th St|Chicago|IL|60609|(773) 535-1480|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610237|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
582|Luke O'Toole ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6550 S Seeley Ave|Chicago|IL|60636|(773) 535-9040|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610108|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
583|Luther Burbank ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2035 N Mobile Ave|Chicago|IL|60639|(773) 534-3000|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609818|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
584|Lyman A Budlong ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2701 W Foster Ave|Chicago|IL|60625|(773) 534-2591|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609817|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
585|Mahalia Jackson ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|917 W 88th St|Chicago|IL|60620|(773) 535-3341|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610369|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
586|Mancel Talcott ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1840 W Ohio St|Chicago|IL|60622|(773) 534-7130|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610197 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
587|Manuel Perez ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2001 S Throop St|Chicago|IL|60608|(773) 534-7650|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609872|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
588|Marcus Moziah Garvey ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|10309 S Morgan St|Chicago|IL|60643|(773) 535-2763|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610128|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
589|Maria Saucedo Elementary Scholastic Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2850 W 24th Blvd|Chicago|IL|60623|(773) 534-1770|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610017 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
590|Mariano Azuela ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4707 W Marquette Rd|Chicago|IL|60629|(773) 535-7395|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610544|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
591|Mark Twain ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5134 S Lotus Ave|Chicago|IL|60638|(773) 535-2290|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610206 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
592|Marquette ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6550 S Richmond St|Chicago|IL|60629|(773) 535-9260|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610053|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
593|Martha Ruggles ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|7831 S Prairie Ave|Chicago|IL|60619|(773) 535-3085|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610152|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
594|Marvin Camras ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3000 N Mango Ave|Chicago|IL|60634|(773) 534-2960|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610539|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
595|Mary E Courtenay Elementary Language Arts Center|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4425 N Magnolia Ave|Chicago|IL|60613|(773) 534-5790|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610355|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
596|Mary E McDowell ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1419 E 89th St|Chicago|IL|60619|(773) 535-6404|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610312|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
597|Mary Gage Peterson ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5510 N Christiana Ave|Chicago|IL|60625|(773) 534-5070|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610127|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
598|Mary Maples Dodge Elementary Renaissance Academy|elportal|''|431 N Troy St|0|0|0|0|0|''|True|False|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
599|Matthew Gallistel Elementary Language Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|10347 S Ewing Ave|Chicago|IL|60617|(773) 535-6540|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609935|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
600|Medgar Evers ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|9811 S Lowe Ave|Chicago|IL|60628|(773) 535-2565|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610362|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
601|Melville W Fuller ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4214 S Saint Lawrence Ave|Chicago|IL|60653|(773) 535-1687|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609928|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
602|Michael Faraday Elementary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3250 W Monroe St|Chicago|IL|60624|(773) 534-6670|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610055|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
603|Mildred I Lavizzo ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|138 W 109th St|Chicago|IL|60628|(773) 535-5300|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610208|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
604|Milton Brunson Math & Science Specialty ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|932 N Central Ave|Chicago|IL|60651|(773) 534-6025|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609830|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
605|Minnie Mars Jamieson ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5650 N Mozart St|Chicago|IL|60659|(773) 534-2395|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610011|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
606|Morton Elementary Career Academy|elportal|''|431 N Troy St|0|0|0|0|0|''|True|False|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
607|Mount Vernon ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|10540 S Morgan St|Chicago|IL|60643|(773) 535-2825|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610086|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
608|Myra Bradwell Communications Arts & Sciences ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|7736 S Burnham Ave|Chicago|IL|60649|(773) 535-6600|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609806|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
609|Nathan Hale ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6140 S Melvina Ave|Chicago|IL|60638|(773) 535-2265|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609960|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
610|Nathan S Davis ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3014 W 39th Pl|Chicago|IL|60632|(773) 535-4540|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609876|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
611|Nathanael Greene Elementaery School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3525 S Honore St|Chicago|IL|60609|(773) 535-4560|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609952|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
612|National Teachers Elementary Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|55 W Cermak Rd|Chicago|IL|60616|(773) 534-9970|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610231|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
613|New Field ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1707 W Morse Ave|Chicago|IL|60626|(773) 534-2773|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610284|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
614|Newton Bateman ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4220 N Richmond St|Chicago|IL|60618|(773) 534-5055|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609792|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
615|Nicholson Technology Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6006 S Peoria St|Chicago|IL|60621|(773) 535-3285|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609793|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
616|Ninos Heroes ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|8344 S Commercial Ave|Chicago|IL|60617|(773) 535-6694|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609961|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
617|Norman A Bridge ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3800 N New England Ave|Chicago|IL|60634|(773) 534-3718|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609810|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
618|North River ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4416 N Troy St|Chicago|IL|60625|(773) 534-0590|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610354|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
619|Norwood Park ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5900 N Nina Ave|Chicago|IL|60631|(773) 534-1198|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610099|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
620|Oliver S Westcott ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|409 W 80th St|Chicago|IL|60620|(773) 535-3090|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610300 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
621|Oliver Wendell Holmes ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|955 W Garfield Blvd|Chicago|IL|60621|(773) 535-9025|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609997|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
622|Oriole Park ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5424 N Oketo Ave|Chicago|IL|60656|(773) 534-1201|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610105|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
623|Orozco Fine Arts & Sciences Elementary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1940 W 18th St|Chicago|IL|60608|(773) 534-7215|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610329|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
624|Orville T Bright ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|10740 S Calhoun Ave|Chicago|IL|60617|(773) 535-6215|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609811|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
625|Oscar DePriest ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|139 S Parkside Ave|Chicago|IL|60644|(773) 534-6800|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610367|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
626|Pablo Casals ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3501 W Potomac Ave|Chicago|IL|60651|(773) 534-4444|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610021|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
627|Park Manor ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|7037 S Rhodes Ave|Chicago|IL|60637|(773) 535-3070|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610115|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
628|Parkside Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6938 S East End Ave|Chicago|IL|60649|(773) 535-0940|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610116|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
629|Patrick Henry ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4250 N Saint Louis Ave|Chicago|IL|60618|(773) 534-5060|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609988|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
630|Paul Cuffe Math-Science Technology Academy ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|8324 S Racine Ave|Chicago|IL|60620|(773) 535-8250|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610003|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
631|Paul Revere ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1010 E 72nd St|Chicago|IL|60619|(773) 535-0618|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610146|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
632|Perkins Bass ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1140 W 66th St|Chicago|IL|60621|(773) 535-3275|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609791|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
633|Peter A Reinberg ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3425 N Major Ave|Chicago|IL|60634|(773) 534-3465|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610145|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
634|Peter Cooper Elementary Dual Language Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1624 W 19th St|Chicago|IL|60608|(773) 534-7205|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609867|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
635|Philip Rogers ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|7345 N Washtenaw Ave|Chicago|IL|60645|(773) 534-2125|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610147|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
636|Phillip D Armour ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|911 W 32nd Pl|Chicago|IL|60608|(773) 535-4530|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609777|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
637|Phobe Apperson Hearst ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4640 S Lamon Ave|Chicago|IL|60638|(773) 535-2376|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609981|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
638|Pilsen Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1420 W 17th St|Chicago|IL|60608|(773) 534-7675|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610013|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
