site_name,q_stmt,q_stmt_en,ages,ecm_key,q_rating,q_stmt_es,is_part_day,id,neighborhood_id,prg_hours,city,site_type,zip,placeholder_2,state,is_full_week,is_age_lt_3,geom,availability,is_age_gt_3,is_community_based,is_school_year,email,accred,is_hs,curriculum,language_1,language_3,language_2,is_part_week,phone,accept_ccap,address,accepted,is_ehs,is_full_day,is_full_year,url,enrollment,enrollment_en,is_home_visiting,curriculum_es,curriculum_en,open_house_en,placeholder_1,open_house,open_house_es,enrollment_es,is_cps_based
Mary E Courtenay Elementary Language Arts Center,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,595,Licensed,,True,620,129,,Chicago,0,60613,,IL,True,False,POINT (-87.6609551999999894 41.9625322999999852),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-534-5790,False,4425 N Magnolia Ave,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610355,,,False,,,,,,,,True
William F Finkl Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,690,Silver,,True,665,131,,Chicago,0,60608,,IL,True,False,POINT (-87.6855709999999959 41.8496290000000002),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-535-5850,False,2332 S Western Ave,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609967,,,False,,,,,,,,True
Metropolitan Family Services - Midway Children's Center,"<p>Metropolitan Family Services empowers families to learn, to earn, to heal, to thrive. Part mentor, part motivator, part advocate, Metropolitan provides a wide variety of programs and services designed to strengthen families and help them realize their full potential.  Programs range in variety from early childhood education services to counseling and family violence intervention programs.</p>","<p>Metropolitan Family Services empowers families to learn, to earn, to heal, to thrive. Part mentor, part motivator, part advocate, Metropolitan provides a wide variety of programs and services designed to strengthen families and help them realize their full potential.  Programs range in variety from early childhood education services to counseling and family violence intervention programs.</p>",2-5,217,Gold,,False,357,162,7:00 AM - 6:00 PM,Chicago,0,60629,,IL,True,True,POINT (-87.7032089999999869 41.7764829999999705),High,True,True,False,alexanderj@metrofamily.org,NAEYC,True,,Spanish,,,False,773-884-2350,True,3215 W 63rd St,True,False,True,True,http://www.metrofamily.org,,,False,,,,,,,,False
Orr Family Development Center YMCA,"<p>The Orr Family Development Center's purpose is to provide families with quality child care that enhances a child's social, emotional, cognitive and physical growth.  Our focus is to help children develop a solid foundation for the future that prepares children to learning.  A strong relationship between parent and teacher engages parents and fosters an optimal base for children's grow and develop.  </p><p>Orr's targeted population is parenting teens with infants and toddlers.  For this reason, we are conveniently located within the Orr Academy High School to ensure that we capture our intended population.  We offer the convenience of health, mental health, early screening and early intervention referral services here within our program.</p>","<p>The Orr Family Development Center's purpose is to provide families with quality child care that enhances a child's social, emotional, cognitive and physical growth.  Our focus is to help children develop a solid foundation for the future that prepares children to learning.  A strong relationship between parent and teacher engages parents and fosters an optimal base for children's grow and develop.  </p><p>Orr's targeted population is parenting teens with infants and toddlers.  For this reason, we are conveniently located within the Orr Academy High School to ensure that we capture our intended population.  We offer the convenience of health, mental health, early screening and early intervention referral services here within our program.</p>",6 weeks - 3 years old,0,Gold,,False,463,122,7:00 AM - 5:00 PM,Chicago,0,60624,,IL,True,True,POINT (-87.7260459999999966 41.8940709999999541),,False,True,False,dcolegary@ymcachicago.org,NAEYC,False,,,,,False,773-565-0130,True,730 N Pulaski Rd,True,True,True,True,http://www.ymcachicago.org/Orr,,,False,,,,,,,,False
Gad's Hill Center - Hunt's Early Childhood Academy,"Gads Hill Center, a social service organization established in 1898, creates opportunities for children and their families to build a better life through education, access to resources, and community engagement. Our Child Development Center offers half and full day programming for children ages 2.5 - 5 and family support and resource referral to their families. We partner with the community to offer nutrition workshops, safety seat workshops and ESL courses, among other parent education opportunities.","Gads Hill Center, a social service organization established in 1898, creates opportunities for children and their families to build a better life through education, access to resources, and community engagement. Our Child Development Center offers half and full day programming for children ages 2.5 - 5 and family support and resource referral to their families. We partner with the community to offer nutrition workshops, safety seat workshops and ESL courses, among other parent education opportunities.",2.5 - 5,318,Licensed,None,False,508,167,,Chicago,0,60652,,IL,False,True,POINT (-87.6903499999999951 41.7496900000000011),Medium,True,True,False,info@gadshillcenter.org,,True,,,,,False,773-863-8260,True,2701 W 79th St,True,False,False,True,http://gadshillcenter.org,,None,False,None,None,None,,,None,None,False
Charles W Earle Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,404,Gold,,True,649,163,,Chicago,0,60636,,IL,True,False,POINT (-87.6753399999999914 41.7811500999999907),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-9130,False,2040 W 62nd St,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609897,,,False,,,,,,,,True
Mary Gage Peterson Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,597,Gold,,True,813,111,,Chicago,0,60625,,IL,True,False,POINT (-87.7124799999999851 41.9814119999999846),Low,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-534-5070,False,5510 N Christiana Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610127,,,False,,,,,,,,True
Simpson Early Head Start,"<p>Simpson Early Head Start is located in the Pilsen community, bordering the University Village neighborhoods.  The program provides early care, educational, health, nutrition and social services to infant and toddlers, 6 weeks to 2 years of age and their families.  Once the toddler turns 2 years old, they have first priority in enrolling at our Temple Early Head Start program; just 1 mile North Simpson.</p><p>The program's facility is housed on the grounds of the Simpson Academy for Young Women, the only CPS High School in the city for pregnant and parenting teens.  Enrollment is open to students of Simpson school and the community at large.</p>","<p>Simpson Early Head Start is located in the Pilsen community, bordering the University Village neighborhoods.  The program provides early care, educational, health, nutrition and social services to infant and toddlers, 6 weeks to 2 years of age and their families.  Once the toddler turns 2 years old, they have first priority in enrolling at our Temple Early Head Start program; just 1 mile North Simpson.</p><p>The program's facility is housed on the grounds of the Simpson Academy for Young Women, the only CPS High School in the city for pregnant and parenting teens.  Enrollment is open to students of Simpson school and the community at large.</p>",0 - 2,0,Licensed,,False,394,127,7:30 AM - 5:30 PM,Chicago,0,60608,,IL,True,True,POINT (-87.6686359999999922 41.8643629999999831),,False,True,False,Leon_Denton@usc.salvationarmy.org,,False,,,,,False,312-492-7799,True,1321 S Paulina Ave,True,True,True,True,http://www.salvationarmy.org,,,False,,,,,,,,False
Higher Learning Daycare & Education Center,"<p>Higher Learning Childcare provides a wonderful, exciting learning environment for your child that utilizes developmentally appropriate activities to challenge students and help them reach their potential.</p><p>Higher Learning Childcare is committed to enhancing the development of your child by:</p><p>Providing the instruction and nurturing support children need to best foster their cognitive, emotional and physical growth.</p><p>Putting safety at the forefront, thereby allowing you to pursue your daily activities with peace and comfort.</p><p>Incorporating the latest and most advanced teaching methodologies within Early Childhood Education to provide an accelerated, fun, comfortable learning environment for your child.</p>","<p>Higher Learning Childcare provides a wonderful, exciting learning environment for your child that utilizes developmentally appropriate activities to challenge students and help them reach their potential.</p><p>Higher Learning Childcare is committed to enhancing the development of your child by:</p><p>Providing the instruction and nurturing support children need to best foster their cognitive, emotional and physical growth.</p><p>Putting safety at the forefront, thereby allowing you to pursue your daily activities with peace and comfort.</p><p>Incorporating the latest and most advanced teaching methodologies within Early Childhood Education to provide an accelerated, fun, comfortable learning environment for your child.</p>",0-6,185,Silver,,True,307,137,6:00 AM - 6:00 PM,Chicago,0,60649,,IL,True,True,POINT (-87.5631869999999992 41.7628859999999804),High,True,True,True,higherlearning@sbcglobal.net,,False,,,,,True,773-734-1251,True,2526 E 73rd St,True,False,True,True,http://www.higher-learn.com,,,False,,,,,,,,False
Wendell Phillips Academy High School,"<p>SGA Youth & Family Services' Early Advantage Program helps youth with children ages birth to three become their child's first and most important teacher. Teen parents gain valuable parenting skills and develop knowledge about child development, literacy promoting behaviors, and discipline techniques.  The program is voluntary and led by experienced and qualified staff. Services include: parent-child visits, developmental screenings, groups and special activities and linkages/referral to other community resources. SGA offers Early Advantage at 11 Chicago Public high schools: Juarez, Dunbar, Gage Park, Harlan, Lake View, Crane, Kelly, Tilden, Phillips, Wells, and Austin Polytechnical.</p>","<p>SGA Youth & Family Services' Early Advantage Program helps youth with children ages birth to three become their child's first and most important teacher. Teen parents gain valuable parenting skills and develop knowledge about child development, literacy promoting behaviors, and discipline techniques.  The program is voluntary and led by experienced and qualified staff. Services include: parent-child visits, developmental screenings, groups and special activities and linkages/referral to other community resources. SGA offers Early Advantage at 11 Chicago Public high schools: Juarez, Dunbar, Gage Park, Harlan, Lake View, Crane, Kelly, Tilden, Phillips, Wells, and Austin Polytechnical.</p>",0 - 3,0,Licensed,,False,449,99,8:30am - 4:16pm,Chicago,0,60653,,IL,True,True,POINT (-87.6199450000000013 41.8238060000000047),,False,True,False,readysetenroll@cps.edu,COA,False,,,,,False,773-535-1603,False,244 E Pershing Rd,True,False,True,True,http://www.phillips.cps.k12.il.us,,,True,,,,,,,,False
Henry O Tanner Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,491,Silver,,True,869,165,,Chicago,0,60619,,IL,True,False,POINT (-87.6066909999999979 41.7611129999999946),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-535-3870,False,7350 S Evans Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610279 ,,,False,,,,,,,,True
Matthew Gallistel Elementary Language Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,599,Silver,,True,673,147,,Chicago,0,60617,,IL,True,False,POINT (-87.5351009999999832 41.7068969999999979),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-6540,False,10347 S Ewing Ave,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609935,,,False,,,,,,,,True
Family Focus - Nuestra Familia,"<p>The mission of Family Focus is to promote the well being of children by supporting and strengthening their families in and with their communities. Family Focus Nuestra Familia partners with each family to meet their specific needs. Services such as dual language support, health and wellness resources and parent education groups are offered weekly at the Nuestra Familia center. Staff strive to support the families in the community knowledge, relationship and partnership.</p>","<p>The mission of Family Focus is to promote the well being of children by supporting and strengthening their families in and with their communities. Family Focus Nuestra Familia partners with each family to meet their specific needs. Services such as dual language support, health and wellness resources and parent education groups are offered weekly at the Nuestra Familia center. Staff strive to support the families in the community knowledge, relationship and partnership.</p>",0-adult,316,Licensed,,False,290,119,9:00am-5:00pm,Chicago,0,60639,,IL,True,True,POINT (-87.7308830000000057 41.9170209999999912),Medium,True,True,False,mariana.osoria@family-focus.org,,False,,Spanish,,,False,773-276-0940,False,4145 W Armitage Ave,True,False,True,True,http://www.family-focus.org,,,True,,,,,,,,False
Harlan Community Academy High School,"<p>SGA Youth & Family Services' Early Advantage Program helps youth with children ages birth to three become their child's first and most important teacher. Teen parents gain valuable parenting skills and develop knowledge about child development, literacy promoting behaviors, and discipline techniques.  The program is voluntary and led by experienced and qualified staff. Services include: parent-child visits, developmental screenings, groups and special activities and linkages/referral to other community resources. SGA offers Early Advantage at 11 Chicago Public high schools: Juarez, Dunbar, Gage Park, Harlan, Lake View, Crane, Kelly, Tilden, Phillips, Wells, and Austin Polytechnical.</p>","<p>SGA Youth & Family Services' Early Advantage Program helps youth with children ages birth to three become their child's first and most important teacher. Teen parents gain valuable parenting skills and develop knowledge about child development, literacy promoting behaviors, and discipline techniques.  The program is voluntary and led by experienced and qualified staff. Services include: parent-child visits, developmental screenings, groups and special activities and linkages/referral to other community resources. SGA offers Early Advantage at 11 Chicago Public high schools: Juarez, Dunbar, Gage Park, Harlan, Lake View, Crane, Kelly, Tilden, Phillips, Wells, and Austin Polytechnical.</p>",,0,Licensed,,False,304,143,7:45am - 3:15pm,Chicago,0,60628,,IL,True,True,POINT (-87.6205439999999953 41.7189189999999925),,False,True,False,referrals@actforchildren.org,COA,False,,,,,False,773-534-5400,False,9652 S Michigan Ave,True,False,True,True,http://www.harlanfalcons.org,,,True,,,,,,,,False
St. Turibius,"<p>St. Turibius preschool provides a full day program and quality educational experience for 3-5 year old children as part of a faith-based elementary school setting.  The curriculum is content rich and based on state learning standards and developmentally appropriate practices.   Assessment is used to meet the individual needs of each child.  The daily schedule allows for children to participate in small and large group activities, one-on-one with the teaching staff, or self-initiated activity.  Time for quiet and active play is also included.  Children transition seamlessly into the school's kindergarten program. Before or after school care and free/reduced price meals are available.</p>","<p>St. Turibius preschool provides a full day program and quality educational experience for 3-5 year old children as part of a faith-based elementary school setting.  The curriculum is content rich and based on state learning standards and developmentally appropriate practices.   Assessment is used to meet the individual needs of each child.  The daily schedule allows for children to participate in small and large group activities, one-on-one with the teaching staff, or self-initiated activity.  Time for quiet and active play is also included.  Children transition seamlessly into the school's kindergarten program. Before or after school care and free/reduced price meals are available.</p>",3-5,0,Licensed,,False,419,158,6:30 AM - 6:00 PM,Chicago,0,60629,,IL,True,False,POINT (-87.7263789999999943 41.7895549999999858),,True,True,True,sdulewski@sbcglobal.net,ISBE Recognized; AdvancEd candidate,False,,Spanish,,,False,773-585-5150,True,4120 W 57th St,True,False,True,False,http://www.stturibiusschool.com,,,False,,,,,,,,False
Milton Brunson Math & Science Specialty ES,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,604,Silver,,True,581,124,,Chicago,0,60651,,IL,True,False,POINT (-87.7654990000000055 41.8976469999999992),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-534-6025,False,932 N Central Ave,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609830,,,False,,,,,,,,True
Kiddy Kare Learning Centers - Little Tykes I,<p>Little Tykes II daycare aims to provide quality Early Childhood Education for the community in which it serves.  Our goal is to come along side families in supporting their children's education. We strive to build skills that will support lifelong learning as well as kind and productive citizens. Our diverse staff is highly qualified and well trained and is always seeking new ideas to support children in their learning.</p>,<p>Little Tykes II daycare aims to provide quality Early Childhood Education for the community in which it serves.  Our goal is to come along side families in supporting their children's education. We strive to build skills that will support lifelong learning as well as kind and productive citizens. Our diverse staff is highly qualified and well trained and is always seeking new ideas to support children in their learning.</p>,2years-12years,195,Silver,,True,342,154,6:00 AM - 6:00 PM,Chicago,0,60609,,IL,True,True,POINT (-87.6684489999999812 41.8301979999999887),High,True,True,True,littletykes1@att.net,,True,,Spanish,,Chinese,True,773-254-7710,True,1711 W 35th St,True,False,True,True,http://kiddykaredaycare.com/LTD/contact.html,,,False,,,,,,,,False
Little Bear Day Care,"<p>Little Bear believes children have four basic needs-physical, emotional, social and intellectual.  All of these needs are extremely significant in a child's development.  Furthermore we recognize each child we encounter is a unique human being.  With that in mind we use a large variety of teaching techniques and provide safe, sanitary and stimulation materials and activities to educate the diverse population our center services.  We recognize the importance of respecting and supporting each child and their family. We work to ensure our staff can provide bilingual instruction and resources necessary to provide a strong foundation for school readiness!</p>","<p>Little Bear believes children have four basic needs-physical, emotional, social and intellectual.  All of these needs are extremely significant in a child's development.  Furthermore we recognize each child we encounter is a unique human being.  With that in mind we use a large variety of teaching techniques and provide safe, sanitary and stimulation materials and activities to educate the diverse population our center services.  We recognize the importance of respecting and supporting each child and their family. We work to ensure our staff can provide bilingual instruction and resources necessary to provide a strong foundation for school readiness!</p>",0-3,0,Silver,,False,335,161,6:30 AM - 6:00 PM,Chicago,0,60629,,IL,True,True,POINT (-87.7223209999999938 41.7764609999999905),,False,True,True,LITTLEBEAR@TEDDYBEARDAYCARE.COM,QRS,False,,Spanish,,,True,773-581-1110,True,6411 S Pulaski Ave,True,False,True,True,,,,False,,,,,,,,False
Myra Bradwell Communications Arts & Sciences ES,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,608,Silver,,True,572,137,,Chicago,0,60649,,IL,True,False,POINT (-87.5573289999999815 41.7553109999999776),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-535-6600,False,7736 S Burnham Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609806,,,False,,,,,,,,True
Nathan Hale Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,609,Silver,,True,691,160,,Chicago,0,60638,,IL,True,False,POINT (-87.7764919999999904 41.7802869999999871),Low,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-2265,False,6140 S Melvina Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609960,,,False,,,,,,,,True
Manuel Perez Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,587,Licensed,,True,811,131,,Chicago,0,60608,,IL,True,False,POINT (-87.6587641999999931 41.8551816999999815),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-534-7650,False,2001 S Throop St,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609872,,,False,,,,,,,,True
Church of God Day Care,"<p>Church of God Day Care Center will provide comprehensive, qualitative, affordable childcare in a safe and positive learning environment. We seek to enhance the social/emotional, cognitive, physical health and development, creative arts, math/science, literacy and language development needs of each individual child. Ensuring that the environment will improve the quality of life for children and families served and empower them to become self sufficient, contributing members of society.</p>","<p>Church of God Day Care Center will provide comprehensive, qualitative, affordable childcare in a safe and positive learning environment. We seek to enhance the social/emotional, cognitive, physical health and development, creative arts, math/science, literacy and language development needs of each individual child. Ensuring that the environment will improve the quality of life for children and families served and empower them to become self sufficient, contributing members of society.</p>",3-5,0,Licensed,,False,260,163,7:30 AM - 5:30 PM,Chicago,0,60636,,IL,True,False,POINT (-87.6680119999999761 41.7721559999999954),,True,True,False,churchofgoddc@sbcglobal.net,,True,,,,,False,773-471-5222,True,1738 W Marquette Rd,True,False,True,True,,,,False,,,,,,,,False
ABC Preschool,"<p>We have seen that there is a need for strong resourceful programs that emphasizes on parent engagement, awareness and community involvement. Our experiences inculded helping our children and their families to develop a responsible attitude toward society and fostering feelings of belonging to a community. Our mission is to increase children's ability to effectively deal with their environment, day-to-day experienece and the later responssibilities of school life in a positive, safe and healthy environment. This program combined with our passion for encouraging child development as well as the positive development of the whole family, has allowed us to build a solid relationship with the families in our community as partnerships with other community organizations.</p>","<p>We have seen that there is a need for strong resourceful programs that emphasizes on parent engagement, awareness and community involvement. Our experiences inculded helping our children and their families to develop a responsible attitude toward society and fostering feelings of belonging to a community. Our mission is to increase children's ability to effectively deal with their environment, day-to-day experienece and the later responssibilities of school life in a positive, safe and healthy environment. This program combined with our passion for encouraging child development as well as the positive development of the whole family, has allowed us to build a solid relationship with the families in our community as partnerships with other community organizations.</p>",3 - 5,100,Licensed,,True,198,115,7:00 AM - 5:30 PM,Chicago,0,60634,,IL,True,False,POINT (-87.7766529999999818 41.9494250000000051),High,True,True,True,dwebb@onwardhouse.org,,True,,Spanish,,,True,773-685-9033,True,3800 N Austin Ave,True,False,True,True,,,,False,,,,,,,,False
Ada S. McKinley Community Services - Ersula Howard,"<p>Ersula Howard is located in the South shore community that provides services to children between the ages of three to five years old. We are funded by the City of Chicago Department of Family Support Services Head Start Program and the Chicago Public School Community Partnership's Preschool for All Program. We have partnered with Teach for America to ensure that we have qualified teachers in our classrooms.   We have partnered with other agencies like ABJ Community Services, an agency which provides a variety of services in South shore. We are committed to achieving positive outcomes for our children and families.</p>","<p>Ersula Howard is located in the South shore community that provides services to children between the ages of three to five years old. We are funded by the City of Chicago Department of Family Support Services Head Start Program and the Chicago Public School Community Partnership's Preschool for All Program. We have partnered with Teach for America to ensure that we have qualified teachers in our classrooms.   We have partnered with other agencies like ABJ Community Services, an agency which provides a variety of services in South shore. We are committed to achieving positive outcomes for our children and families.</p>",3-5 years,101,Gold,,False,205,137,7:00 AM - 5:00 PM,Chicago,0,60649,,IL,True,False,POINT (-87.5646089999999759 41.7638309999999890),High,False,True,True,jrudds@adasmckinley.org,COA,True,,,,,False,773-221-9711,True,7222 S Exchange Ave,True,False,True,True,http://adasmckinley.org,,,True,,,,,,,,False
Fort Dearborn Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,453,Gold,,True,667,170,,Chicago,0,60620,,IL,True,False,POINT (-87.6553669999999983 41.7299099999999683),High,True,False,True,readysetenroll@cps.edu,,True,,,,,False,773-535-2680,False,9025 S Throop St,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609924,,,False,,,,,,,,True
Albany Park Community Center - Ainslie,"<p>This site offers a comprehensive full day, full year preschool program for low income, at-risk children and their families promoting the social, emotional, cognitive and physical well-being of children ages 3 to 5 with the goal of preparing children for a lifetime of learning and success. The program is accredited by the National Association for the Education of Young Children (NAEYC). This site also offers an After School School Age program for children Kindergarten-Third Grade.</p>","<p>This site offers a comprehensive full day, full year preschool program for low income, at-risk children and their families promoting the social, emotional, cognitive and physical well-being of children ages 3 to 5 with the goal of preparing children for a lifetime of learning and success. The program is accredited by the National Association for the Education of Young Children (NAEYC). This site also offers an After School School Age program for children Kindergarten-Third Grade.</p>",3-5,105,Gold,,False,211,112,7:30 AM - 6:00 PM,Chicago,0,60625,,IL,True,False,POINT (-87.7134099999999819 41.9702129999999798),Medium,True,True,False,wthompson@apcc-chgo.org,NAEYC,False,,Spanish,,Bosnian,False,773-599-5907,False,3401 W Ainslie Ave,True,False,True,True,http://www.apcc-chgo.org,,,False,,,,,,,,False
Albany Park Community Center - Uptown,"<p>This site offers a variety of comprehensive preschool programs for low income, at-risk children and their families promoting the social, emotional, cognitive and physical well-being of children ages 3 to 5 with the goal of preparing children for a lifetime of learning and success. The program is accredited by the National Association for the Education of Young Children (NAEYC).</p>","<p>This site offers a variety of comprehensive preschool programs for low income, at-risk children and their families promoting the social, emotional, cognitive and physical well-being of children ages 3 to 5 with the goal of preparing children for a lifetime of learning and success. The program is accredited by the National Association for the Education of Young Children (NAEYC).</p>",3-5,106,Gold,,True,212,174,7:30 AM - 5:30 PM,Chicago,0,60660,,IL,True,False,POINT (-87.6563749999999970 41.9837509999999767),Medium,True,True,True,mabarca@apcc-chgo.oprg,NAEYC,True,,Spanish,Nepali,Urdu,True,773-769-3197,True,1020 W Bryn Mawr Ave,True,False,True,True,http://www.apcc-chgo.org,,,False,,,,,,,,False
