ECMKey|Site_Name|Desc_English|Desc_Spanish|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Location|Agency_Associated_With|Modified_on|Quality_Rating|Availability_Level
164|Christopher House - Uptown|Christopher House is committed to helping families thrive. Christopher House is a catalyst for helping at-risk children from birth to age 18 thrive by taking a comprehensive approach to education and creating lifelong learners. We focus on each child's overall growth and development which has a posi|_|4701 N Winthrop Ave|Chicago|IL|60640|(773) 769-4540|http://www.christopherhouse.org|_|False|True|_|_|_|_|7:30am-5:30pm|_|_|_|_|_|English, Farsi, French, Korean, Spanish, Urdu, Yoruba|_|Awards of Excellence, NAEYC|_|Chistopher House|Jun 27 2016  9:37PM|_|High
722|Chicago Lighthouse for People who are Blind or Visually Impaired|_|_|1850 W Roosevelt Rd|Chicago|IL|60608|_|_|_|True|True|_|_|_|_|9:00am-3:30pm|_|_|_|_|_|English, Spanish|_| |_|Chicago Lighthouse 4 Blind & Visually Impaired|Jun 27 2016  9:37PM|_|Low
714|Centers for New Horizons - Dawson|Early Care & Education is the foundational program of Centers for New Horizons, supporting working parents and enabling young children to get off to a great start in school and in life. Centers offers high quality center-based early childhood care and education.|_|3901 S State St|Chicago|IL|60609|(773) 536-2187|http://www.cnh.org|_|False|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English|_|COA|_|Centers for New Horizons|Jun 27 2016  9:37PM|_|Medium
144|Centers for New Horizons - Altgeld Gardens Early Learning Center|Early Care & Education is the foundational program of Centers for New Horizons, supporting working parents and enabling young children to get off to a great start in school and in life. Centers offers high quality center-based early childhood care and education.|_|941 E 132nd St|Chicago|IL|60827|(773) 468-3055|http://www.cnh.org|_|False|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English|_|COA|_|Centers for New Horizons|Jun 27 2016  9:37PM|_|High
145|Centers for New Horizons - Effie O. Ellis Early Learning Center|Early Care & Education is the foundational program of Centers for New Horizons, supporting working parents and enabling young children to get off to a great start in school and in life. Centers offers high quality center-based early childhood care and education.|_|4301 S Cottage Grove Ave|Chicago|IL|60653|(773) 548-9839|http://www.cnh.org|_|False|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English|_|COA|_|Centers for New Horizons|Jun 27 2016  9:37PM|_|High
170|Concordia Place - Seeley|Concordia Place serves children ages two to five. We have been NAEYC accredited since 1998. \nConcordia uses a sliding tuition scale so that we may serve all families, regardless of income. The result is that families can afford to remain in the workforce and raise their children.  More than half of |_|3855 N Seeley St|Chicago|IL|60618|(773) 935-3739|http://www.concordiaplace.org|_|False|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English, Spanish|_|Awards of Excellence, NAEYC|_|Concordia Place|Jun 27 2016  9:37PM|_|High
171|Concordia Place - Whipple|Concordia Place serves children ages 6 weeks to 12 years and is NAEYC Accredited. \nConcordia uses a sliding tuition scale so that we may serve all families, regardless of income. The result is that families can afford to remain in the workforce and raise their children.  More than half of our enroll|_|3300 N Whipple St|Chicago|IL|60618|(773) 463-1600|http://www.concordiaplace.org|_|False|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English, Spanish|_|Awards of Excellence, NAEYC|_|Concordia Place|Jun 27 2016  9:37PM|_|High
136|Carole Robertson Center for Learning - Ogden|In 2001 the Carole Robertson Center opened its North Lawndale site. This new facility expanded the capacity of the North Lawndale community to provide quality center-based child development programming and community development activities. Programs offered at this location include: Infant Toddler De|_|3701 W Ogden Ave|Chicago|IL|60623|(773) 522-8400|http://www.crcl.net|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Spanish|_|Awards of Excellence, NAEYC|_|Carole Robertson Center for Learning|Jun 27 2016  9:37PM|_|High
137|Carole Robertson Center for Learning -19th Street|Programs offered at this location include: Infant Toddler Development Program ages 0-3, Early Childhood Education Program ages 3-5, School Age Program ages 6-12, Youth Alternatives Program ages 12-18, Family Home Child Care Network, Adult Learning Institute Community Partners.|_|2929 W 19th St|Chicago|IL|60623|(773) 521-1600|http://www.crcl.net|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Spanish|_|NAEYC|_|Carole Robertson Center for Learning|Jun 27 2016  9:37PM|_|High
715|Carole Robertson Center for Learning|The Carole Robertson Center for Learning is dedicated to nurturing  supporting  and strengthening family life through quality child  youth and family development programs.  The Center serves Chicago families and facilitates community advocacy on child and family issues.  Current programs operate fro|_|2020 W Roosevelt Rd|Chicago|IL|60608|(312) 243-7300|http://www.crcl.net|_|False|False|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Carole Robertson Center for Learning|Jun 27 2016  9:37PM|_|Medium
283|Cuddle Care Academy|_|_|4800 S Lake Park|Chicago|IL|60615|(773) 285-1114|_|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English|_|_|_|Chicago Youth Centers|Jun 27 2016  9:37PM|_|High
284|Chicago Youth Centers - George E Taylor|Chicago Youth Centers mission is to invests in youth in underserved communities in Chicago to help them discover and realize their full potential.  At the George E. Taylor Center we pride ourselves in our positive, caring, and supportive environment. We support the needs of our children and their fa|_|3232 W Division St|Chicago|IL|60651|(773) 489-3157|http://chicagoyouthcenters.org|_|True|True|_|_|_|_|8:00am-11:30am // 12:30pm-4:00pm|_|_|_|_|_|English, Spanish|_|_|_|Chicago Youth Centers|Jun 27 2016  9:37PM|_|Medium
285|Kids R Us|Your children will experience a fun, nurturing educational environment at Kids are Us Learning Center of Chicago, IL. Our highly qualified teachers are committed to ensuring your child's optimal social, emotional and educational development. Our goal is to nurture happy, intelligent and well-adjuste|_|7453 S Vincennes Ave|Chicago|IL|60621|(773) 846-5437|_|_|False|True|_|_|_|_|6:30am-6:30pm|_|_|_|_|_|English|_|_|_|Chicago Youth Centers|Jun 27 2016  9:37PM|_|High
286|Little Kiddies|_|_|1501 W Devon Ave|Chicago|IL|60660|(773) 465-7702|_|_|False|True|_|_|_|_|6:30am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|Chicago Youth Centers|Jun 27 2016  9:37PM|_|High
288|Tiny Scholars Academy|_|_|1167 E 63rd St|Chicago|IL|60637|(773) 855-8104|_|_|False|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|Chicago Youth Centers|Jun 27 2016  9:37PM|_|High
738|First Step Learning Daycare|_|_|6401 S Ashland Ave|Chicago|IL|60636|_|_|_|True|True|_|_|_|_|_|_|_|_|_|_|English|_|_|_|Chicago Youth Centers|Jun 27 2016  9:37PM|_|Medium
739|Graham Crackers|_|_|10650 S Michigan Ave|Chicago|IL|60628|_|_|_|True|True|_|_|_|_|_|_|_|_|_|_|English|_|_|_|Chicago Youth Centers|Jun 27 2016  9:37PM|_|Medium
152|Chicago Youth Centers - ABC Polk Brothers Early Childhood Program|CYC ABC Early Childhood mission is to invest in youth in underserved communities in Chicago to help them discover and realize their full potential. \nOur program specialty is in the area of science.\nChildren enrolled in our program will participate in a Green Living Recycling Project to protect the e|_|3415 W 13th Pl|Chicago|IL|60623|(773) 762-5655|http://chicagoyouthcenters.org|_|True|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English|_|_|_|Chicago Youth Centers|Jun 27 2016  9:37PM|_|High
153|Chicago Youth Centers - Centro Nuestro|Chicago Youth Centers invests in youth in underserved communities in Chicago to help them discover and realize their full potential. \nAt the Centro Nuestro  we pride ourselves in our positive, caring  and supportive environment. We support the needs of our children and their families. We instill a d|_|3222 W Division St|Chicago|IL|60651|(773) 489-3157|http://chicagoyouthcenters.org|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Youth Centers|Jun 27 2016  9:37PM|_|High
154|Chicago Youth Centers - Dorothy Gautreaux|CYC/Dorothy Gautreaux provides a full day collaboration program which includes Pre-School for All, Head Start, and Child Care Assistance to children ages 3-5 identified as at risk.  Our program specialty is in the area of science. Children enrolled in our program will participate in a Green Living R|_|975 E 132nd St|Chicago|IL|60827|(773) 291-1000|http://chicagoyouthcenters.org|_|True|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English|_|_|_|Chicago Youth Centers|Jun 27 2016  9:37PM|_|High
155|Chicago Youth Centers - Fellowship House|Fellowship House Head Start mission is to help every child discover and realized their full potential. Our Head Start program is child center and our curriculum encourages school readiness and family engagement through all developmental learning areas.  \nFellowship House Head Start program specialty|_|844 W 32nd St|Chicago|IL|60608|(312) 326-2282|http://chicagoyouthcenters.org|_|True|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|Chicago Youth Centers|Jun 27 2016  9:37PM|_|High
156|Chicago Youth Centers - Rebecca K. Crown|Our mission is to provide every child the opportunity to experience a positive and conducive learning environment that promotes learning and  school readiness. Crown Head Start Collaboration Program provides a cognitively  based program for children ages 3 to 5 years of age. Our approach to early ch|_|7601 S Phillips Ave|Chicago|IL|60649|(773) 731-0444|http://chicagoyouthcenters.org|_|True|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English|_|NAEYC|_|Chicago Youth Centers|Jun 27 2016  9:37PM|_|High
172|Dorsey Developmental Institute|The educational concept of our center is: That children learn and develop best in a secure, loving environment. Since we are concerned with the whole child, our curriculum encompasses a balance of development in all areas. Our staff is dedicated to helping children grow at their natural pace by buil|_|2050 E 93rd St|Chicago|IL|60617|(773) 375-4300|_|_|False|True|_|_|_|_|7:00am-6:00pm |_|_|_|_|_|English, Italian, Spanish|_|_|_|Dorsey Development Institute|Jun 27 2016  9:37PM|_|Low
173|State of Illinois Child Development Center|Our center is located in the heart of downtown Chicago. We are conveniently located by all public transportation.  Most of our parents have government positions.  We have 5 classrooms ranging from 2 through Kindergarten and we offer a summer cultural camp for children ages 6-12 years.  We have a bea|_|160 N LaSalle St  #201|Chicago|IL|60601|(312) 814-4782|http://www.earlychildcareservices.com|_|False|True|_|_|_|_|7:30am-6:00pm|_|_|_|_|_|English, Bulgarian, Spanish|_|NAEYC|_|Early Child Care Services|Jun 27 2016  9:37PM|_|High
175|El Hogar Del Ni¤o|For over 44 years El Hogar del Ni¤o Preschool has offered exceptional bilingual education to prepare children for success in kindergarten, through school and in life. We serve children from 15 months to 12 years old at low- or no-cost. We can also accommodate children under 15 months through our Fam|_|1710 S Loomis Ave|Chicago|IL|60608|(312) 733-5584|http://elhogardelnino.org|_|False|True|_|_|_|_|7:00am-6:00pm |_|_|_|_|_|English, Spanish|_|NAEYC|_|El Hogar Del Nino|Jun 27 2016  9:37PM|_|Low
748|Easter Seals Metropolitan Chicago - Gilchrist Marchman|_|_|1312 S Racine Ave|Chicago|IL|60608|(312) 492-7402|_|_|False|True|_|_|_|_|_|_|_|_|_|_|English, Chinese (Traditional), French, Spanish|_|NAEYC|_|Easter Seals Metropolitan Chicago|Jun 27 2016  9:37PM|_|High
740|New Generation Creative Learning Center|_|_|1910 W 64th St|Chicago|IL|60636|_|_|_|True|True|_|_|_|_|_|_|_|_|_|_|English|_|_|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|Medium
741|Sweet Pea Academy|_|_|1414 W 87th St|Chicago|IL|60620|_|_|_|True|True|_|_|_|_|_|_|_|_|_|_|English|_|NAEYC|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|Medium
290|A-Karrasel|_|_|3420 W Fullerton Ave|Chicago|IL|60647|(773) 772-4333|_|_|True|True|_|_|_|_|6:30am-5:30pm|_|_|_|_|_|English, Spanish, basic sign language|_|_|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|Medium
291|A-Karrasel-Galewood|_|_|5504 W Fullerton Ave|Chicago|IL|60639|(773) 637-1022|_|_|True|True|_|_|_|_|6:30am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|Medium
292|Busy Bees Child Development|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Busy Bees.  Through this partnership, Busy Bees offers high quality early childhood education in a safe, licensed child care facility dedicated to supporting families and helpin|_|3155 S Shields Ave|Chicago|IL|60616|(773) 326-0200|_|_|False|True|_|_|_|_|7:30am-8:00pm|_|_|_|_|_|English, Chinese (Simplified), Chinese (Traditional), Spanish|_|Awards of Excellence|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|Medium
293|Busy Bees II|_|_|2351 S Wentworth Ave|Chicago|IL|60616|(312) 888-3167|_|_|True|True|_|_|_|_|7:30am-8:00pm|_|_|_|_|_|English, Chinese (Simplified), Chinese (Traditional), Spanish|_|NAEYC|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|Medium
294|Channings Child Care Academy|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Channings.  Through this partnership, Channings offers high quality early childhood education in a safe, licensed child care facility dedicated to supporting families and helpin|_|5701 W Division St|Chicago|IL|60651|(773) 379-7627|http://channingschildcare.com|_|False|True|_|_|_|_|8:30am-12:00pm|_|_|_|_|_|English|_|_|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|High
295|Children's International Academy|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with CIA.  Through this partnership, CIA offers high quality early childhood education in a safe, licensed child care facility dedicated to supporting families and helping children r|_|5858 W Roosevelt Rd|Chicago|IL|60644|(773) 287-0808|http://www.ciadaycare.com|_|False|True|_|_|_|_|6:00am-12:00pm|_|_|_|_|_|English|_|_|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|Medium
296|Chipper Preschool and Kindergarten|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Chipper.  Through this partnership, Chipper offers high quality early childhood education in a safe, licensed child care facility dedicated to supporting families and helping ch|_|8225 S Kedzie Ave|Chicago|IL|60652|(773) 778-5757|_|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English|_|_|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|High
297|FIFTH CITY|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Fifth City.  Through this partnership, Fifth City offers high quality early childhood education in a safe, licensed child care facility dedicated to supporting families and help|_|3411 W 5th Ave|Chicago|IL|60624|(773) 826-8686|_|_|False|True|_|_|_|_|6:00am-6:30pm|_|_|_|_|_|English|_|DCFS License|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|High
300|Fresh Start Academy|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Fresh Start Academy.  Through this partnership, Fresh Start offers high quality early childhood education in a safe, licensed child care facility dedicated to supporting familie|_|6924 W North Ave|Chicago|IL|60635|(773) 479-2870|_|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|Medium
301|Living Witness|_|_|4159 N Laramie Ave|Chicago|IL|60641|(773) 427-1011|_|_|True|True|_|_|_|_|8:00am-12:00pm|_|_|_|_|_|English, French, Spanish|_|_|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|High
302|Wise Owl|_|_|2734 W North Ave|Chicago|IL|60647|(773) 489-8402|_|_|True|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|Medium
250|Wee Care Nursery School & Kindergarten|Wee Care is nationally accredited. We offered a well-rounded inclusive program to children and families that we serve.|_|1845 E 79th St|Chicago|IL|60649|(773) 221-4442|_|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English|_|NAEYC|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|Medium
252|Whiz Kids Nursery Center|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Whiz Kids.  Through this partnership, Whiz Kids offers high quality early childhood education in a safe, licensed child care facility dedicated to supporting families and helpin|_|518 W 103 St|Chicago|IL|60628|(773) 233-9445|_|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English|_|Awards of Excellence, NAEYC|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|High
223|Mother's Touch Day Care|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Mother's Touch.  Through this partnership Mother's Touch offers high quality early childhood education in a safe, licensed child care facility dedicated to supporting families a|_|2501 W 71st St|Chicago|IL|60628|(773) 436-3177|_|_|False|True|_|_|_|_|6:30am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|Easter Seals Society of Metropolitan Chicago|Jun 27 2016  9:37PM|_|Medium
243|Teddy Bear I|Teddy Bear's mission is to provide a stimulating environment for young children to grow and develop as they absorb mass amounts of information through their experiences in their early years. It is our belief that through developmentally appropriate education, care, and nurturing that children will p|_|2649 W 51st St|Chicago|IL|60632|(773) 476-0700|http://teddybeardaycare.com|_|False|True|_|_|_|_|6:30am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|El Valor|Jun 27 2016  9:37PM|_|High
244|Teddy Bear II|Teddy Bear's mission is to provide a stimulating environment for young children to grow and develop as they absorb mass amounts of information through their experiences in their early years. It is our belief that through developmentally appropriate education, care, and nurturing that children will p|_|3473 W Columbus Ave|Chicago|IL|60652|(773) 434-2327|http://teddybeardaycare.com|_|False|True|_|_|_|_|6:30am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|El Valor|Jun 27 2016  9:37PM|_|High
245|Teddy Bear III|Our mission is to continue to learn more about children and gain a better understanding of our children of tomorrow. Our love and respect for children will never change. We are here to work with parents to provide quality care for their children. We are trusted by many parents every day and reminded|_|6401 S Pulaski Rd|Chicago|IL|60629|(773) 284-2292|http://teddybeardaycare.com|_|False|True|_|_|_|_|6:30am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|El Valor|Jun 27 2016  9:37PM|_|Medium
246|Teddy Bear V|Teddy Bear V believes children have four basic needs-physical, emotional, social and intellectual.  All of these needs are extremely significant in a child's development.  Furthermore, we recognize each child we encounter is a unique human being.  With that in mind we use a large variety of teaching|_|5160 S Pulaski Rd|Chicago|IL|60632|(773) 284-7030|http://teddybeardaycare.com|_|False|True|_|_|_|_|6:30am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|El Valor|Jun 27 2016  9:37PM|_|Medium
192|Kiddy Kare Preschool|Our mission is to serve the community by offering a nurturing and stimulating learning environment for the young children in our community.|_|4401 S Kedzie Ave|Chicago|IL|60632|(773)-376-5622|http://www.kiddykaredaycare.com/|_|True|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Spanish|_|Awards of Excellence, NAEYC|_|El Valor|Jun 27 2016  9:37PM|_|High
193|Kiddy Kare Learning Centers - Kidz Colony|We acknowledge parents as the primary educator of their child.  It is our intention to partner with them in ways that will enable children to grow at his/her individual rate. \nWe are determined to be an early childhood community that enables a future for readiness in young minds and to build partner|_|6287 S Archer Ave|Chicago|IL|60638|(773) 767-8522|http://kiddykaredaycare.com|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Spanish|_|Awards of Excellence, NAEYC|_|El Valor|Jun 27 2016  9:37PM|_|High
194|Kiddy Kare Learning Centers - Little Learners|Our mission statement is to offer a world of discovery and adventure for our children. We are determined to maintain a positive and well-rounded environment for our community. We hope to encourage young minds to develop new ideas through hands on experience. Our mission is to promote each child's un|_|6255 S Mayfield Ave|Chicago|IL|60638|(773) 581-5541|_|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Spanish|_|NAEYC|_|El Valor|Jun 27 2016  9:37PM|_|High
195|Kiddy Kare Learning Centers - Little Tykes I|Little Tykes II daycare aims to provide quality Early Childhood Education for the community in which it serves.  Our goal is to come along side families in supporting their children's education. We strive to build skills that will support lifelong learning as well as kind and productive citizens. Ou|_|1711 W 35th St|Chicago|IL|60609|(773) 254-7710|http://kiddykaredaycare.com/LTD/contact.html|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Spanish|_|Awards of Excellence|_|El Valor|Jun 27 2016  9:37PM|_|High
189|Imani Children's Academy|The purpose of Imani Children's Academy. Inc. child care center is to provide superior care and child development services. This center operates under exemplary organization through its administration, staff and program curriculum. The center provides the highest quality of child care through guidan|_|11443 S Halsted St|Chicago|IL|60628|(773) 660-9667|http://www.imanichildrensacademy.org|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English|_|NAEYC|_|El Valor|Jun 27 2016  9:37PM|_|Medium
303|El Valor - Carlos Cantu Children and Family Center|El Valor's Head Start and Early Head Start program provides a high-quality birth-to-five dual language research based curriculum that promotes the best practices in child development and school readiness in an inclusive environment. The integrated approach focuses on enhancing the social, emotional |_|2434 S Kildare Ave|Chicago|IL|60623|(773) 242-2700|http://www.elvalor.org|_|False|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|El Valor|Jun 27 2016  9:37PM|_|High
304|Centro Infantil (Puerto Rican Comm)|Centro Infantil is a Day Care Center in Chicago, Il. It has maximum capacity of 30 children. The center accepts children ages of: 2Y to 6Y.|_|2739 W Division St|Chicago|IL|60622|(773) 342-8866|http://www.elvalor.org|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|El Valor|Jun 27 2016  9:37PM|_|Medium
305|El Valor - Children's World|_|_|3356 S Ashland Ave|Chicago|IL|60608|(773) 523-0100|_|_|True|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|El Valor|Jun 27 2016  9:37PM|_|High
306|El Valor -Guadalupe Reyes Children & Family Center|El Valor's Head Start and Early Head Start program provides a high-quality birth-to-five dual language research based curriculum that promotes the best practices in child development and school readiness in an inclusive environment. The integrated approach focuses on enhancing the social, emotional |_|1951 W 19th Street|Chicago|IL|60623|(312) 997-2021|http://www.elvalor.org|_|False|True|_|_|_|_|7:00am-5:00pm|_|_|_|_|_|English, Spanish|_|_|_|El Valor|Jun 27 2016  9:37PM|_|High
308|El Valor - Kidz Creative Concepts|_|_|719 E 63rd St|Chicago|IL|60637|(773) 752-5439|_|_|True|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English|_|_|_|El Valor|Jun 27 2016  9:37PM|_|Medium
309|El Valor - Lots of Love NFP|_|_|1015 W 79th St|Chicago|IL|60620|(773) 783-8181|_|_|True|True|_|_|_|_|6:30am-6:00pm|_|_|_|_|_|English|_|_|_|El Valor|Jun 27 2016  9:37PM|_|Medium
310|El Valor - Lots of Love Pre-School|_|_|1139 W 79th St|Chicago|IL|60620|(773) 874-4954|_|_|True|True|_|_|_|_|6:30am-6:00pm|_|_|_|_|_|English|_|_|_|El Valor|Jun 27 2016  9:37PM|_|High
311|El Valor - Mari's Bumble Bee Academy|Provides services for children ages 2-6.|_|9725 S Commerical Ave|Chicago|IL|60617|(773) 221-7692|http://www.elvalor.org|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|El Valor|Jun 27 2016  9:37PM|_|Medium
312|El Valor - Power Day Care|_|_|725 W 123rd St|Chicago|IL|60628|(773) 568-5794|_|_|True|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English|_|_|_|El Valor|Jun 27 2016  9:37PM|_|Medium
313|El Valor - Rey Gonzalez Children and Family Center|El Valor's Head Start and Early Head Start program provides a high-quality birth-to-five dual language research based curriculum that promotes the best practices in child development and school readiness in an inclusive environment. The integrated approach focuses on enhancing the social, emotional |_|3050 E 92nd St|Chicago|IL|60617|(773) 721-9311|http://www.elvalor.org|_|False|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English, Spanish|_|_|_|El Valor|Jun 27 2016  9:37PM|_|High
314|El Valor - Small World Daycare Center|_|_|834 W 31st St|Chicago|IL|60608|(312) 808-1125|_|_|True|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Chinese (Traditional), Spanish|_|_|_|El Valor|Jun 27 2016  9:37PM|_|Medium
263|Young Scholars Developmental Institute|Our mission at Young Scholars Developmental Institute is to provide professional child care services to meet the needs of families. However, our ultimate purpose is to foster the success of every child, recognizing that every child is unique.|_|3038 W 59th St|Chicago|IL|60629|(773) 918-1944|http://youngscholarsdev-inst.net|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Spanish|_|NAEYC|_|El Valor|Jun 27 2016  9:37PM|_|Medium
725|El Valor - Smart Learning Center|_|_|2841 S Archer Ave|Chicago|IL|60608|_|_|_|False|True|_|_|_|_|_|_|_|_|_|_|English, Chinese (Simplified), Chinese (Traditional)|_|_|_|El Valor|Jun 27 2016  9:37PM|_|High
710|Kiddy Kare Learning Centers - Little Tykes II|Little Tykes II daycare aims to provide quality Early Childhood Education for the community in which it serves.  Our goal is to come along side families in supporting their children's education. We strive to build skills that will support lifelong learning as well as kind and productive citizens. Ou|_|1723 W 35th St|Chicago|IL|60609|(773) 579-1791|http://kiddykaredaycare.com/LT2D/enrollment.html|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English, Spanish|_|Awards of Excellence, NAEYC|_|El Valor|Jun 27 2016  9:37PM|_|High
298|First Start Children's Academy|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with First Start Academy.  Through this partnership First Start Academy offers high quality early childhood education in a safe, licensed child care facility dedicated to supporting |_|4753 W Washington Blvd|Chicago|IL|60644|(773) 379-4928|_|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English|_|_|_|First Start Childrens Academy|Jun 27 2016  9:37PM|_|High
299|First Start Children's Academy South|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with First Start.  Through this partnership, First Start offers high quality early childhood education in a safe, licensed child care facility dedicated to supporting families and he|_|5700 S Ashland Ave|Chicago|IL|60636|(773) 778-4850|_|_|False|True|_|_|_|_|6:00am-8:00pm|_|_|_|_|_|English|_|_|_|First Start Childrens Academy|Jun 27 2016  9:37PM|_|High
178|Fairyland Nursery School|Fairyland provides a safe, nurturing and developmentally appropriate program which fosters active learning, support for the whole child and a child centered environment.\nWe strive for excellence. We respect and support families. We respect and appreciate diversity. Our responsibility is to provide s|_|4350 N Milwaukee Ave|Chicago|IL|60630|(773) 725-1246|http://www.fairylandschool.com|_|False|True|_|_|_|_|6:00am-6:00pm |_|_|_|_|_|English, Philipino (Tagalog), Polish, Spanish, Ukrainian|_|_|_|Fairyland Nursery School|Jun 27 2016  9:37PM|_|High
744|Frazier Preparatory Academy|_|_|3711 W Douglas Blvd|Chicago|IL|60623|_|_|_|True|True|_|_|_|_|_|_|_|_|_|_|English|_| |_|Frazier Prepatory Academy|Jun 27 2016  9:37PM|_|Low
317|Diana's Playpen of Little Geniuses|_|_|6236 S Western Ave|Chicago|IL|60636|(773) 737-6700|_|_|True|True|_|_|_|_|6:00am-8:00pm|_|_|_|_|_|English|_|_|_|Gads Hill Center|Jun 27 2016  9:37PM|_|Medium
