ECMKey|Site_Name|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Location|Agency_Associated_With|Modified_on|Quality_Rating|Availability_Level
383|Burnham Elementary Inclusive academy|9928 S Crandon Ave|Chicago|IL|60617|773-535-6350|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609821|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
384|Burnside Elementary Scholastic Academy|650 E 91st Pl|Chicago|IL|60619|773-535-3300|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609827|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
385|Calmeca Academy of Fine Arts and Dual Language|3456 W 38th St|Chicago|IL|60632|773-535-7000|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610353|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
386|Carl von Linne Elementary School|3221 N Sacramento Ave|Chicago|IL|60618|773-534-5262|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610039|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
387|Carrie Jacobs Bond Elementary School|7050 S May St|Chicago|IL|60621|773-535-3480|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610238|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
388|Carroll-Rosenwald Specialty Elementary School|2601 W 80th St|Chicago|IL|60652|773-535-9414|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609839|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|07 Oct 2016 12:22:50:000|Licensed|Low
389|Carter G Woodson South Elementary School|4511 S Evans Ave|Chicago|IL|60653|773-535-1280|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610345|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
390|Casimir Pulaski Elementary Fine Arts Academy|2230 W McLean Ave|Chicago|IL|60647|773-534-4391|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610138|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
391|Cesar E Chavez Multicultural Academic Center Elementary School|4749 S Damen Ave|Chicago|IL|60609|773-535-4600|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610148|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
392|Charles Evans Hughes Elementary School|4247 W 15th St|Chicago|IL|60623|773-534-1762|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610005|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
393|Charles G Hammond Elementary School|2819 W 21st Pl|Chicago|IL|60623|773-535-4580|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609966|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
394|Charles Gates Dawes Elementary School|3810 W 81st Pl|Chicago|IL|60652|773-535-2350|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609879|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
395|Charles H Wacker Elementary School|9746 S Morgan St|Chicago|IL|60643|773-535-2821|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610366 |3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
396|Charles Kozminski Elementary Community Academy|936 E 54th St|Chicago|IL|60615|773-535-0980|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610030|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
397|Charles N Holden Elementary School|1104 W 31st St|Chicago|IL|60608|773-535-7200|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609996|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
398|Charles P Caldwell Academy of Math & Science Elementary School|8546 S Cregier Ave|Chicago|IL|60617|773-535-6300|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609833|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
399|Charles R Darwin Elementary School|3116 W Belden Ave|Chicago|IL|60647|773-534-4110|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609875|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
400|Charles R Henderson Elementary School|5650 S Wolcott Ave|Chicago|IL|60636|773-535-9080|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609986|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
401|Charles S Brownell Elementary School|6741 S Michigan Ave|Chicago|IL|60637|773-535-3030|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609813|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
402|Charles S Deneen Elementary School|7240 S Wabash Ave|Chicago|IL|60619|773-535-3035|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609883|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
403|Charles Sumner Math & Science Community Academy Elementary School|4320 W 5th Ave|Chicago|IL|60624|773-534-6730|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610194 |3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|19 Sep 2016 08:37:49:000|Gold|Low
404|Charles W Earle Elementary School|2040 W 62nd St|Chicago|IL|60636|773-535-9130|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609897|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
405|Chicago Academy Elementary School|3400 N Austin Ave|Chicago|IL|60634|773-534-0146|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610248|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
406|Christopher Columbus Elementary School|1003 N Leavitt St|Chicago|IL|60622|773-534-4350|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609863|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
407|Clara Barton Elementary School|7650 S Wolcott Ave|Chicago|IL|60620|773-535-3260|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609790|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
408|Claremont Academy Elementary School|2300 W 64th St|Chicago|IL|60636|773-535-8110|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610347|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
409|Columbia Explorers Academy|4520 S Kedzie Ave|Chicago|IL|60632|773-535-4050|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610170|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
410|Crown Community Academy of Fine Arts Center Elementary School|2128 S Saint Louis Ave|Chicago|IL|60623|773-534-1680|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609873|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
411|Cyrus H McCormick Elementary School|2712 S Sawyer Ave|Chicago|IL|60623|773-535-7252|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610063|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
412|Daniel Boone Elementary School|6710 N Washtenaw Ave|Chicago|IL|60645|773-534-2160|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609804|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
413|Daniel C Beard Elementary School|6445 W Strong St|Chicago|IL|60656|773-534-1228|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610083|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
414|Daniel J Corkery Elementary School|2510 S Kildare Ave|Chicago|IL|60623|773-534-1650|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609870|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
415|Daniel R Cameron Elementary School|1234 N Monticello Ave|Chicago|IL|60651|773-534-4290|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609835|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
416|Daniel S Wentworth Elementary School|7007 S Loomis|Chicago|IL|60636|773-535-3394|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610223 |3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|06 Oct 2016 06:28:31:000|Gold|Low
417|Daniel Webster Elementary School|4055 W Arthington St|Chicago|IL|60624|773-534-6925|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610221 |3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
418|David G Farragut Career Academy High School|2345 S Christiana Ave|Chicago|IL|60623|773-534-1300|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609704|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
419|Dewey Elementary Academy of Fine Arts|638 W 54th Pl|Chicago|IL|60609|773-535-1666|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609885|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|17 Oct 2016 10:14:07:000|Licensed|Low
420|DeWitt Clinton Elementary School|6110 N Fairfield Ave|Chicago|IL|60659|773-534-2025|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609859|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
421|Donald Morrill Math & Science Elementary School|6011 S Rockwell St|Chicago|IL|60629|773-535-9288|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610077|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
422|Douglas Taylor Elementary School|9912 S Avenue H|Chicago|IL|60617|773-535-6240|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610198 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
423|Dr Jorge Prieto Math and Science Academy Elementary School|2231 N Central Ave|Chicago|IL|60639|773-534-0210|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610533|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|19 Sep 2016 08:38:45:000|Silver|Low
424|Dr Martin L King Jr Academy of Social Justice|644 W 71st St|Chicago|IL|60621|773-535-3875|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610299|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|19 Sep 2016 08:39:39:000|Gold|Low
425|Dunne Technology Academy|10845 S Union Ave|Chicago|IL|60628|773-535-5517|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610188|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
426|Durkin Park Elementary School|8445 S Kolin Ave|Chicago|IL|60652|773-535-2322|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610352|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
427|Dvorak Technology Academy|3615 W 16th St|Chicago|IL|60623|773-534-1690|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610254|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
428|Edison Park Elementary School|6220 N Olcott Ave|Chicago|IL|60631|773-534-0960|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610523|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
429|Edmond Burke Elementary School|5356 S King Dr|Chicago|IL|60615|773-535-1325|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609819|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
430|Edward A Bouchet Math & Science Academy Elementary School|7355 S Jeffery Blvd|Chicago|IL|60649|773-535-0501|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609815|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
431|Edward Beasley Elementary Magnet Academic Center|5165 S State St|Chicago|IL|60609|773-535-1230|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610246|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
432|Edward Coles Elementary Language Academy|8441 S Yates Blvd|Chicago|IL|60617|773-535-6550|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609862|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|24 Oct 2016 09:57:34:000|Gold|Low
433|Edward Everett Elementary School|3419 S Bell Ave|Chicago|IL|60608|773-535-4550|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609909|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
434|Edward Jenner Elementary Academy of the Arts|1119 N Cleveland Ave|Chicago|IL|60610|773-534-8440|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610012|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
435|Edward K Ellington Elementary School|243 N Parkside Ave|Chicago|IL|60644|773-534-6361|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609904|3 years to 5 years|0|1|1|1|0|1|_|1|0|1|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
436|Edward N Hurley Elementary School|3849 W 69th Pl|Chicago|IL|60629|773-535-2068|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610006|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
437|Edward White Elementary Career Academy|1136 W 122nd St|Chicago|IL|60643|773-535-5672|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610315 |3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
438|Eli Whitney Elementary School|2815 S Komensky Ave|Chicago|IL|60623|773-534-1560|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610227 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
439|Eliza Chappell Elementary School|2135 W Foster Ave|Chicago|IL|60625|773-534-2390|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609852|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
440|Ella Flagg Young Elementary School|1434 N Parkside Ave|Chicago|IL|60651|773-534-6200|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610235 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
441|Ellen Mitchell Elementary School|2233 W Ohio St|Chicago|IL|60612|773-534-7655|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610073|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
442|Emiliano Zapata Academy|2728 S Kostner Ave|Chicago|IL|60623|773-534-1390|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609973 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
443|Emmett Louis Till Math and Science Academy|6543 S Champlain Ave|Chicago|IL|60637|773-535-0570|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610065 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
444|Enrico Tonti Elementary School|5815 S Homan Ave|Chicago|IL|60629|773-535-9280|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610203 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|03 Oct 2016 08:35:42:000|Gold|High
445|Ernst Prussing Elementary School|4650 N Menard Ave|Chicago|IL|60630|773-534-3460|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610137|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
446|Esmond Elementary School|1865 W Montvale Ave|Chicago|IL|60643|773-535-2650|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609908|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
447|Everett McKinley Dirksen Elementary School|8601 W Foster Ave|Chicago|IL|60656|773-534-1090|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609874|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
448|Fairfield Elementary Academy|6201 S Fairfield Ave|Chicago|IL|60629|773-535-9500|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610057|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|03 Oct 2016 11:09:44:000|Gold|Low
449|Federico Garcia Lorca Elementary School|3231 N Springfield Ave|Chicago|IL|60618|773-534-0950|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610541|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
450|Ferdinand Peck Elementary School|4026 W 59th St|Chicago|IL|60629|773-535-2450|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610120|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
451|Fernwood Elementary School|10041 S Union Ave|Chicago|IL|60628|773-535-2700|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609917|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
452|Florence Nightingale Elementary School|5250 S Rockwell St|Chicago|IL|60632|773-535-9270|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610096|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
453|Fort Dearborn Elementary School|9025 S Throop St|Chicago|IL|60620|773-535-2680|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609924|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
454|Foster Park Elementary School|8530 S Wood St|Chicago|IL|60620|773-535-2725|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609927|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
455|Francis M McKay Elementary School|6938 S Washtenaw|Chicago|IL|60629|773-535-9340|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610067|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|High
456|Francis W Parker Elementary Community Academy|328 W 69th St|Chicago|IL|60621|773-535-3375|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610112|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|20 Oct 2016 12:41:04:000|Licensed|High
457|Frank I Bennett Elementary School|10115 S Prairie Ave|Chicago|IL|60628|773-535-5460|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609800|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
458|Frank L Gillespie Elementary School|9301 S State St|Chicago|IL|60619|773-535-5065|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609939|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
459|Frank W Gunsaulus Elementary Scholastic Academy|4420 S Sacramento Ave|Chicago|IL|60632|773-535-7215|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609958|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
460|Frank W Reilly Elementary School|3650 W School St|Chicago|IL|60618|773-534-5250|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610144|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
461|Franz Peter Schubert Elementary School|2727 N Long Ave|Chicago|IL|60639|773-534-3080|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610165 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|High
462|Frederic Chopin Elementary School|2450 W Rice St|Chicago|IL|60622|773-534-4080|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609854|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|High
463|Frederick Funston Elementary School|2010 N Central Park|Chicago|IL|60647|773-534-4125|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609930|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
464|Frederick Stock Elementary School|7507 W Birchwood Ave|Chicago|IL|60631|773-534-1215|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610163 |3 years to 5 years|0|1|1|0|0|1|"9:00 - 11:30 am, 12:30 - 3:00 pm"|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
465|Friedrich Ludwig Jahn Elementary School|3149 N Wolcott Ave|Chicago|IL|60657|773-534-5500|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610010|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
466|Genevieve Melody Elementary School|3937 W Wilcox St|Chicago|IL|60624|773-534-6850|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610293|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|High
467|George Armstrong International Studies Elementary School|2110 W Greenleaf Ave|Chicago|IL|60645|773-534-2150|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609779|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
468|George B McClellan Elementary School|3527 S Wallace St|Chicago|IL|60609|773-535-1732|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610062|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Medium
469|George B Swift Elementary Specialty School|5900 N Winthrop Ave|Chicago|IL|60660|773-534-2695|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610196 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
470|George Leland Elementary School|512 S Lavergne Ave|Chicago|IL|60644|773-534-6340|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610305|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
